track_id,track_name,album_name,album_id,popular,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration
1YscJ7yVTlFxW3eF6pv5ba,Allergic,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,False,0.665,0.741,0,-3.694,0.0787,0.154,3.02e-05,0.345,0.57,144.968,2.6148833333333332
2J0NXdHr6MYvKDSxB7k3V2,A Thousand Bad Times,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,False,0.632,0.732,6,-3.498,0.092,0.105,1.15e-05,0.111,0.317,159.0,3.6862166666666667
7sBwAWyXfiIgrYQ8BaJESH,Keep The Family Close,Views,40GMAhriYJRO1rsY4YdrZb,False,0.378,0.566,9,-7.685,0.0482,0.149,0.0,0.382,0.196,87.691,5.4817833333333335
1C7KSXR2GVxknex6I4ANco,9,Views,40GMAhriYJRO1rsY4YdrZb,False,0.68,0.712,10,-7.184,0.0453,0.000803,0.000612,0.237,0.0379,100.009,4.263116666666667
03L2AoiRbWhvt7BDMx1jUB,U With Me?,Views,40GMAhriYJRO1rsY4YdrZb,False,0.429,0.43,2,-11.373,0.165,0.338,1.18e-05,0.138,0.125,174.983,4.956216666666666
3cjF2OFRmip8spwZYQRKxP,Feel No Ways,Views,40GMAhriYJRO1rsY4YdrZb,False,0.582,0.677,7,-7.081,0.172,0.0312,6.6e-06,0.122,0.205,193.818,4.010883333333333
5NFYuqu8V6QXc6mzcLImd6,Hype,Views,40GMAhriYJRO1rsY4YdrZb,False,0.787,0.635,4,-8.271,0.155,0.0253,0.0,0.357,0.237,130.018,3.490216666666667
31VOknKjFrEX47bZXzqcoF,Next To Me,Evolve,33pt9HBdGlAbRGBHQgsZsU,False,0.301,0.672,2,-4.497,0.0623,0.28,3.1e-05,0.0609,0.384,169.497,3.83815
28heol5hhOGj6KYbJrRteJ,I Don’t Know Why,Evolve,33pt9HBdGlAbRGBHQgsZsU,False,0.639,0.641,2,-7.423,0.0609,0.0066,9.91e-06,0.185,0.0725,120.927,3.1686666666666667
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Evolve,33pt9HBdGlAbRGBHQgsZsU,False,0.672,0.655,10,-5.021,0.0311,0.0362,0.0,0.117,0.556,134.945,3.354
1y3bE5i57eUm3hfLAc7h08,Walking The Wire,Evolve,33pt9HBdGlAbRGBHQgsZsU,False,0.54,0.761,4,-5.339,0.0372,0.0163,0.0,0.0941,0.147,100.008,3.8817833333333334
0NPRq1Ti6JYKOqSyiVYWZT,Back from the Edge,Back from the Edge,7oiJYvEJHsmYtrgviAVIBD,False,0.486,0.726,7,-4.441,0.0539,0.091,0.0,0.122,0.474,73.102,3.90245
1wthp2KAndNsDPZxEGVNKK,Prisoner,Back from the Edge,7oiJYvEJHsmYtrgviAVIBD,False,0.601,0.85,10,-5.122,0.117,0.0288,0.0,0.183,0.759,135.947,3.969333333333333
0VhgEqMTNZwYL1ARDLLNCX,Can I Be Him,Back from the Edge,7oiJYvEJHsmYtrgviAVIBD,False,0.696,0.543,11,-6.164,0.0489,0.308,0.0,0.0939,0.479,107.969,4.1146666666666665
31YexNcOMVSFTEDGmQusSI,I Am,Back from the Edge,7oiJYvEJHsmYtrgviAVIBD,False,0.476,0.592,6,-5.181,0.0644,0.394,0.0,0.15,0.325,81.976,3.1846666666666668
0rQtoQXQfwpDW0c7Fw1NeM,!!!!!!!,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,False,0.0,0.278,1,-21.63,0.0,0.768,0.0,0.669,0.0,0.0,0.2263
4QIo4oxwzzafcBWkKjDpXY,xanny,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,False,0.521,0.125,9,-17.832,0.239,0.751,0.00207,0.265,0.0528,111.554,4.062083333333333
3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,False,0.678,0.533,4,-10.485,0.186,0.462,0.219,0.139,0.323,150.455,3.0158833333333335
6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,False,0.726,0.444,8,-8.922,0.372,0.283,0.143,0.177,0.569,185.044,2.814
5TvFfDlVoUWZvfqrhTJzD7,One,x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,False,0.464,0.321,2,-11.12,0.0418,0.877,0.0,0.0789,0.306,93.528,4.212666666666667
0xCA70t1ZA4fa9UOE0lIJm,I'm a Mess,x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,False,0.697,0.377,3,-7.755,0.0397,0.556,0.0,0.0999,0.336,138.754,4.076216666666666
6K8qKeWo5MsFED7wCR6Kop,Sing,x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,False,0.818,0.67,8,-4.451,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,3.9230333333333336
1huvTbEYtgltjQRXzrNKGi,Don't,x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,False,0.806,0.608,1,-7.008,0.0659,0.0113,0.0,0.635,0.849,95.049,3.664
3GKSfF6c3Rv3a1knSjxnXa,Nina,x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,False,0.791,0.669,6,-7.189,0.146,0.175,0.0,0.33,0.809,92.013,3.758883333333334
7LoWAhcGbxSkT6trTqXQR6,Intro,Goodbye & Good Riddance,6tkjU4Umpo79wwkgPMV3nZ,False,0.558,0.384,6,-13.644,0.143,0.93,6.79e-05,0.604,0.829,75.956,1.2477666666666667
4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,Goodbye & Good Riddance,6tkjU4Umpo79wwkgPMV3nZ,False,0.671,0.529,0,-7.226,0.307,0.0769,0.000335,0.0856,0.203,161.989,2.7636666666666665
1a7WZZZH7LzyvorhpOJFTe,Wasted (feat. Lil Uzi Vert),Goodbye & Good Riddance,6tkjU4Umpo79wwkgPMV3nZ,False,0.742,0.579,0,-5.024,0.202,0.0381,0.0,0.0952,0.502,144.994,4.307916666666667
5wujBwqG7INdStqGd4tRMX,Armed And Dangerous,Goodbye & Good Riddance,6tkjU4Umpo79wwkgPMV3nZ,False,0.736,0.67,10,-6.702,0.311,0.186,0.0,0.114,0.845,130.032,2.8333166666666667
6zrJLhslleCHby0wbUnvVy,Future Nostalgia,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,False,0.875,0.813,7,-4.502,0.0579,0.00618,0.0,0.321,0.859,114.993,3.081366666666667
2nMOodYNHBAQ3Kc1QNimZU,Cool,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,False,0.469,0.785,5,-4.015,0.0664,0.133,1.55e-06,0.0931,0.79,89.719,3.4930499999999998
3AzjcOeAmA57TIOr9zF1ZW,Physical,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,False,0.647,0.844,0,-3.756,0.0457,0.0137,0.000658,0.102,0.746,146.967,3.2304833333333334
39LLxExYz6ewLAcYrzQQyP,Levitating,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,False,0.695,0.884,6,-2.278,0.0753,0.0561,0.0,0.213,0.914,103.014,3.3968
2yg9UN4eo5eMVJ7OB4RWj3,Survival,Scorpion,1ATL5GLyefJaxhQzSPVrLX,False,0.555,0.596,9,-9.09,0.375,0.133,0.0,0.123,0.145,77.324,2.2697833333333337
0TlLq3lA83rQOYtrqBqSct,Nonstop,Scorpion,1ATL5GLyefJaxhQzSPVrLX,False,0.912,0.412,7,-8.074,0.123,0.0165,0.0126,0.104,0.423,154.983,3.9769
3szf2z1Cy1QMrtHrbn8rz9,Elevate,Scorpion,1ATL5GLyefJaxhQzSPVrLX,False,0.758,0.474,1,-8.72,0.147,0.0152,0.0,0.116,0.0542,76.061,3.082666666666667
5Psnhdkyanjpgc2P8A5TSM,Emotionless,Scorpion,1ATL5GLyefJaxhQzSPVrLX,False,0.414,0.677,1,-5.12,0.254,0.0248,0.0,0.0793,0.0853,172.521,5.036216666666666
4F7A0DXBrmUAkp32uenhZt,Party Monster,Starboy,2ODvWsOgouMbaA5xf0RkJe,False,0.573,0.63,1,-8.389,0.105,0.189,2.31e-05,0.259,0.218,77.525,4.15355
4oeaIftdpT3JuZLcCkKmVE,False Alarm,Starboy,2ODvWsOgouMbaA5xf0RkJe,False,0.517,0.677,8,-6.373,0.0746,0.0324,3.37e-05,0.189,0.192,173.978,3.6717833333333334
37F0uwRSrdzkBiuj0D5UHI,Reminder,Starboy,2ODvWsOgouMbaA5xf0RkJe,False,0.706,0.505,8,-6.923,0.193,0.142,0.0,0.164,0.388,160.053,3.648
36YCdzT57us0LhDmCYtrNE,Rockin’,Starboy,2ODvWsOgouMbaA5xf0RkJe,False,0.738,0.885,9,-5.547,0.206,0.0133,0.0,0.0821,0.752,112.878,3.881333333333333
45S5WTQEGOB1VHr1Q4FuPl,Golden,Fine Line,7xV2TzoaVc0ycW7fwBwAml,False,0.448,0.838,4,-5.257,0.0557,0.21,0.000131,0.131,0.254,139.863,3.4817833333333335
3jjujdWJ72nww5eGnfs2E7,Adore You,Fine Line,7xV2TzoaVc0ycW7fwBwAml,False,0.676,0.771,8,-3.675,0.0483,0.0237,7e-06,0.102,0.569,99.048,3.4522166666666667
4jAIqgrPjKLTY9Gbez25Qb,Lights Up,Fine Line,7xV2TzoaVc0ycW7fwBwAml,False,0.575,0.621,10,-8.165,0.032,0.0392,0.0045,0.141,0.27,101.987,2.8702166666666664
2IOFZdYYkFxEHVz1w34PoL,Cherry,Fine Line,7xV2TzoaVc0ycW7fwBwAml,False,0.53,0.512,7,-9.261,0.0259,0.615,0.00453,0.129,0.411,95.946,4.3197833333333335
4J0kN8QS2esY6cWBsFjtW9,Death On Two Legs (Dedicated To...) - Remastered 2011,A Night At The Opera (2011 Remaster),1GbtB4zTqAsyfZEsm1RZfx,False,0.395,0.698,2,-6.244,0.0573,0.334,6.44e-05,0.155,0.455,124.66,3.71955
12TZzfqJyY3UvtZ3lq1WmY,Lazing On A Sunday Afternoon - Remastered 2011,A Night At The Opera (2011 Remaster),1GbtB4zTqAsyfZEsm1RZfx,False,0.643,0.579,3,-9.165,0.0555,0.445,0.00107,0.109,0.712,131.901,1.1233333333333335
1EID0aupOLdv4ZDQu2Jbrz,I'm In Love With My Car - Remastered 2011,A Night At The Opera (2011 Remaster),1GbtB4zTqAsyfZEsm1RZfx,False,0.299,0.818,4,-8.542,0.0683,0.0129,8.74e-06,0.202,0.34,143.583,3.08155
4OKf7CcYuw5H2HptkcKxcP,You're My Best Friend - Remastered 2011,A Night At The Opera (2011 Remaster),1GbtB4zTqAsyfZEsm1RZfx,False,0.518,0.761,0,-7.025,0.0452,0.158,0.00765,0.0715,0.576,118.738,2.8466666666666667
0kIpcu3DQacQObHVyra9Jx,'39 - Remastered 2011,A Night At The Opera (2011 Remaster),1GbtB4zTqAsyfZEsm1RZfx,False,0.519,0.584,8,-9.67,0.027,0.0275,0.0,0.111,0.336,101.632,3.5133333333333336
0wfbD5rAksdXUzRvMfM3x5,The One,Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr,False,0.76,0.303,2,-11.362,0.0284,0.238,8.09e-06,0.294,0.15,99.991,2.95955
6cPyTS0Kk2sc4xQwC93kOg,Break Up Every Night,Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr,False,0.624,0.806,1,-5.957,0.0437,0.00411,0.0,0.0872,0.528,149.999,3.458666666666667
26AuyrZGzWWiYZPSd3XBIg,Bloodstream,Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr,False,0.62,0.627,9,-5.889,0.0259,0.0317,0.0,0.172,0.164,90.955,3.738
1pJQAHpD51J7GYaFrrFO9S,Don't Say,Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr,False,0.567,0.464,5,-9.66,0.0302,0.0199,9.31e-06,0.269,0.309,99.806,3.8080000000000003
4HUqrGAZ5f0gHRor7z9BFc,Black Eyes,A Star Is Born Soundtrack,4sLtOBOzn4s3GDUv3c5oJD,False,0.373,0.937,11,-2.133,0.0834,0.000811,6.37e-05,0.815,0.46,150.242,3.062883333333333
4fIdH1l3SS0qdYRJiHwUnO,Somewhere Over The Rainbow - Dialogue,A Star Is Born Soundtrack,4sLtOBOzn4s3GDUv3c5oJD,False,0.283,0.22,5,-22.951,0.443,0.953,2.35e-06,0.79,0.334,150.884,0.7006666666666667
4ta4r7V0QkZ15H4uyFCKGs,Fabulous French - Dialogue,A Star Is Born Soundtrack,4sLtOBOzn4s3GDUv3c5oJD,False,0.514,0.7,7,-11.251,0.724,0.807,0.0,0.796,0.863,101.59,0.32488333333333336
3WKnfkgwrARwElktHSU5Ik,La Vie En Rose,A Star Is Born Soundtrack,4sLtOBOzn4s3GDUv3c5oJD,False,0.276,0.405,8,-7.296,0.0329,0.758,0.0,0.706,0.335,76.18,2.996
2aOPvzjpMwikBgngKcxsA9,Introduction (instructions),?,2Ti79nwTsont5ZHfdxIzAm,False,0.678,0.481,10,-20.18,0.92,0.868,0.0,0.431,0.0684,88.828,1.95805
2oe6dDthgthqUkfL3czpEd,"ALONE, PART 3",?,2Ti79nwTsont5ZHfdxIzAm,False,0.61,0.258,0,-12.758,0.0331,0.883,0.0145,0.103,0.164,127.08,1.8331000000000002
4UKCKdYiLN6IMA5ZESUTL7,the remedy for a broken heart (why am I so in love),?,2Ti79nwTsont5ZHfdxIzAm,False,0.699,0.304,1,-11.192,0.0993,0.779,0.000993,0.137,0.271,119.705,2.6697333333333333
2SnNaoNhMjC1WRMTWD8qTX,Mark My Words,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,False,0.383,0.256,0,-8.572,0.0332,0.88,2.69e-06,0.169,0.519,114.188,2.239116666666667
0SNIAtRCPVVLoGEPcuHSIc,I'll Show You,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,False,0.361,0.608,9,-6.757,0.098,0.05,7.96e-05,0.183,0.0789,191.812,3.33245
4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,False,0.845,0.567,5,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,3.428
1DM0p3WrhjLh6sddmLK0c9,Love In The Future (Intro),Love In The Future (Expanded Edition),4OTAx9un4e6NfoHuVRiOrC,False,0.302,0.373,4,-7.998,0.0336,0.943,0.384,0.349,0.359,76.674,0.6737833333333333
6KLgKZwCJp8GWo35KEOF3S,The Beginning...,Love In The Future (Expanded Edition),4OTAx9un4e6NfoHuVRiOrC,False,0.516,0.834,11,-5.453,0.242,0.492,0.00221,0.273,0.566,171.829,3.41755
03YrTPLMgGXQOlKTTBwgiO,Open Your Eyes,Love In The Future (Expanded Edition),4OTAx9un4e6NfoHuVRiOrC,False,0.663,0.699,4,-5.505,0.0287,0.576,6.06e-06,0.237,0.611,97.046,3.1133333333333337
1G2Ya2ubnlS7xFfs1CfY3j,Made to Love,Love In The Future (Expanded Edition),4OTAx9un4e6NfoHuVRiOrC,False,0.607,0.639,3,-6.099,0.0285,0.0348,0.00785,0.0927,0.359,107.006,4.0057833333333335
2scd9lw4ljzDwMfG3WW4gD,Who Do We Think We Are (feat. Rick Ross),Love In The Future (Expanded Edition),4OTAx9un4e6NfoHuVRiOrC,False,0.477,0.846,8,-5.108,0.0965,0.0283,3.84e-06,0.379,0.581,161.3,4.8773333333333335
6JmSfynzr6E0QllQZNEXEb,Angel of Small Death and the Codeine Scene,Hozier,0Uv83rRhY5QvHKkQoULRKk,False,0.364,0.64,4,-5.757,0.0506,0.201,7.25e-05,0.12,0.386,93.507,3.65355
4JpazKcfOhbwqZrsYhzHee,Jackie and Wilson,Hozier,0Uv83rRhY5QvHKkQoULRKk,False,0.555,0.727,6,-4.202,0.0388,0.0579,7.52e-06,0.0937,0.739,82.142,3.7186666666666666
2DNXgvkyv35vTWvdgjs7qn,Someone New,Hozier,0Uv83rRhY5QvHKkQoULRKk,False,0.443,0.533,7,-5.956,0.0473,0.429,3.66e-06,0.332,0.596,183.791,3.71355
1XJQ7xI6jzcZybuHemxsPP,To Be Alone,Hozier,0Uv83rRhY5QvHKkQoULRKk,False,0.559,0.443,0,-6.52,0.0259,0.403,0.000183,0.141,0.264,67.05,5.394
39LmTF9RgyakzSYX8txrow,imagine,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,False,0.729,0.475,8,-4.985,0.0364,0.378,0.0,0.12,0.371,62.52,3.537783333333333
1TEL6MlSSVLSdhOSddidlJ,needy,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,False,0.647,0.309,7,-7.948,0.0366,0.78,7.41e-06,0.202,0.195,87.045,2.85955
4uTvPEr01pjTbZgl7jcKBD,NASA,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,False,0.747,0.458,6,-6.891,0.303,0.451,0.0,0.252,0.47,75.029,3.033333333333333
2hloaUoRonYssMuqLCBLTX,bloodline,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,False,0.758,0.665,2,-5.188,0.0774,0.0815,0.000157,0.216,0.643,151.976,3.6148833333333332
3wFLWP0FcIqHK1wb1CPthQ,fake smile,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,False,0.45,0.619,9,-7.412,0.372,0.329,0.0,0.319,0.427,83.3,3.481333333333333
6mAuw7R6u4vlNneuBgnC8K,How,I Love You.,4xkM0BwLM9H2IUcbYzpcBI,False,0.382,0.749,7,-5.683,0.0379,0.00206,0.687,0.0668,0.0572,151.883,5.247116666666667
7brQHA2CgQpcMBiOlfiXYb,Afraid,I Love You.,4xkM0BwLM9H2IUcbYzpcBI,False,0.464,0.701,6,-5.693,0.0411,0.00892,0.309,0.335,0.356,83.996,4.18645
0yyyapBjZ9Ek1vcpp3e9bj,Everybody's Watching Me (Uh Oh),I Love You.,4xkM0BwLM9H2IUcbYzpcBI,False,0.491,0.944,4,-2.879,0.0558,0.0904,0.565,0.0963,0.493,150.105,3.967116666666667
6cWpj6c5pNZYEk5KYjNBji,Let It Go,I Love You.,4xkM0BwLM9H2IUcbYzpcBI,False,0.49,0.79,5,-4.833,0.0699,0.0156,0.00118,0.219,0.285,149.903,3.287783333333333
33zbOXJSwW7uf4VXXWow2O,the ends,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,False,0.585,0.737,4,-4.121,0.191,0.0661,0.0,0.0904,0.0497,171.853,3.3543833333333333
2Zy7XVdxyZQB8xp5xbpJdl,way back,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,False,0.396,0.554,0,-5.048,0.0488,0.222,0.0,0.612,0.17,117.384,4.541683333333334
7pas6O1LYbaeChEFQBhPFU,coordinate,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,False,0.688,0.658,1,-4.155,0.0695,0.105,1.89e-06,0.335,0.28,75.615,3.773283333333333
1Ci4wASMY4xtKVMeHA6Sd5,through the late night,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,False,0.744,0.589,5,-1.218,0.0359,0.36,0.0,0.119,0.242,127.051,4.7706
0ESJlaM8CE1jRWaNtwSNj8,beibs in the trap,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,False,0.743,0.571,7,-6.054,0.145,0.24,0.0,0.291,0.495,119.054,3.5643833333333332
0VJYhKhrHgJ7fgjGaC2k07,The Explanation,17,5VdyJkLe3yvOs0l4xXbWp0,False,0.597,0.113,0,-34.475,0.954,0.461,0.000393,0.148,0.313,81.311,0.8458
2H3wWrnO758y0fPH7Ilerg,Depression & Obsession,17,5VdyJkLe3yvOs0l4xXbWp0,False,0.769,0.156,11,-10.7,0.035,0.585,0.015,0.102,0.527,105.95,2.4122166666666667
3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,17,5VdyJkLe3yvOs0l4xXbWp0,False,0.734,0.57,7,-7.066,0.133,0.847,2.14e-05,0.112,0.689,129.953,1.5911166666666667
5TXDeTFVRVY7Cvt0Dw4vWW,Revenge,17,5VdyJkLe3yvOs0l4xXbWp0,False,0.746,0.251,11,-16.169,0.259,0.782,0.00203,0.106,0.18,139.999,2.00045
4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,Camila,2vD3zSQr8hNlg0obNel4TE,False,0.637,0.713,0,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923,3.7828833333333334
4XLu3tTSZiPFVC9mmuR6Zp,All These Years,Camila,2vD3zSQr8hNlg0obNel4TE,False,0.732,0.436,1,-7.409,0.117,0.609,0.0,0.108,0.475,94.852,2.73955
5HwnezK198pJCEj1l2Adjy,She Loves Control,Camila,2vD3zSQr8hNlg0obNel4TE,False,0.65,0.758,2,-4.02,0.116,0.166,0.0,0.0889,0.663,94.9,2.9526666666666666
5xi2SXmF3A5AIsuGXiUIZu,Inside Out,Camila,2vD3zSQr8hNlg0obNel4TE,False,0.737,0.697,8,-5.31,0.0895,0.43,0.000382,0.0821,0.655,94.101,3.042666666666667
65kp3OFn7JXbCvkm3m2Ui2,Two®,Luv Is Rage 2,733e1ZfktLSwj96X5rsMeE,False,0.266,0.642,7,-5.133,0.0694,0.424,0.0,0.0943,0.0371,75.022,3.0879333333333334
1QgTBfRN5m81a5K01qens6,444+222,Luv Is Rage 2,733e1ZfktLSwj96X5rsMeE,False,0.791,0.513,10,-6.568,0.269,0.0235,2.83e-05,0.101,0.481,76.997,4.12245
1uL78kFWxhz3umTMWJu8n5,Sauce It Up,Luv Is Rage 2,733e1ZfktLSwj96X5rsMeE,False,0.813,0.528,6,-6.305,0.313,0.0715,0.0,0.125,0.131,79.532,3.4506500000000004
0QV16pno66L6K3fn4W13b7,No Sleep Leak,Luv Is Rage 2,733e1ZfktLSwj96X5rsMeE,False,0.788,0.689,8,-7.211,0.13,0.0112,0.0,0.22,0.681,136.045,3.153833333333333
2eAZfqOm4EnOF9VvN50Tyc,The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,733e1ZfktLSwj96X5rsMeE,False,0.703,0.757,1,-3.612,0.05,0.617,0.0,0.106,0.696,82.008,3.6957833333333334
7i9763l5SSfOnqZ35VOcfy,Heavydirtysoul,Blurryface,3cQO7jp5S9qLBoIVtbkSM1,False,0.613,0.873,7,-6.376,0.0449,0.00397,0.00111,0.367,0.392,129.989,3.9135500000000003
2Z8WuEywRWYTKe1NybPQEW,Ride,Blurryface,3cQO7jp5S9qLBoIVtbkSM1,False,0.645,0.713,6,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989,3.5751166666666667
1s9xuJxhYM0LdVqksjegcg,Fairly Local,Blurryface,3cQO7jp5S9qLBoIVtbkSM1,False,0.715,0.723,6,-5.993,0.0569,0.0396,8.57e-05,0.084,0.479,114.985,3.4526666666666666
3bnVBN67NBEzedqQuWrpP4,Tear in My Heart,Blurryface,3cQO7jp5S9qLBoIVtbkSM1,False,0.655,0.632,2,-4.802,0.0489,0.0189,0.0,0.0722,0.447,120.113,3.14155
4P76CEIXrrWT2cgS1YrTMr,Genesis,Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9,False,0.715,0.572,7,-6.853,0.0745,0.0244,0.0,0.26,0.429,113.02,3.4286666666666665
2OWKDTonST8HNko3dBlPPp,Lost In Your Light (feat. Miguel),Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9,False,0.646,0.772,2,-3.826,0.0564,0.000402,0.0,0.102,0.414,117.097,3.39615
5eTNdkstwKaNahHf41fJ9u,Hotter Than Hell,Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9,False,0.532,0.868,3,-4.23,0.0908,0.011,0.0,0.0584,0.529,110.127,3.132633333333333
7FCfMXYTIiQ9b4hDYs4Iol,Be the One,Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9,False,0.661,0.651,7,-3.771,0.0499,0.117,1.32e-05,0.056,0.368,87.46,3.3819166666666667
76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9,False,0.836,0.544,7,-5.975,0.0943,0.0403,0.0,0.0824,0.51,97.028,3.63245
1n4jwRVXdkK2U34nBDUKKT,BLOOD.,DAMN.,4eLPsYPBmXABThSJ821sqY,False,0.357,0.238,8,-16.78,0.265,0.142,0.0859,0.55,0.494,156.907,1.9677833333333334
6HZILIRieu8S0iqY8kIKhj,DNA.,DAMN.,4eLPsYPBmXABThSJ821sqY,False,0.638,0.523,1,-6.664,0.357,0.00454,0.0,0.0842,0.422,139.913,3.0991166666666667
4BHSjbYylfOH5WAGusDyni,YAH.,DAMN.,4eLPsYPBmXABThSJ821sqY,False,0.67,0.7,1,-7.893,0.196,0.576,5.34e-06,0.226,0.648,69.986,2.6715500000000003
1EaKU4dMbesXXd3BrLCtYG,ELEMENT.,DAMN.,4eLPsYPBmXABThSJ821sqY,False,0.748,0.705,4,-4.547,0.485,0.204,0.0,0.246,0.483,189.891,3.4788833333333335
2LTlO3NuNVN70lp2ZbVswF,FEEL.,DAMN.,4eLPsYPBmXABThSJ821sqY,False,0.746,0.798,0,-8.382,0.349,0.137,0.0,0.139,0.553,109.968,3.58045
7wBJfHzpfI3032CSD7CE2m,STARGAZING,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,False,0.487,0.789,8,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4.511916666666667
7KZ5MMVgBVox9ycroB2UrI,CAROUSEL,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,False,0.428,0.403,5,-5.914,0.209,0.229,0.0,0.22,0.133,95.387,3.00305
4SZepBIPDRwPaHIjAKwRDb,R.I.P. SCREW,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,False,0.607,0.609,0,-5.978,0.291,0.389,1.6e-05,0.111,0.556,74.946,3.0935
1xYpVRspgaLxdJLOTQkTjg,STOP TRYING TO BE GOD,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,False,0.588,0.567,4,-3.738,0.0628,0.221,0.0,0.135,0.113,150.009,5.640633333333333
5xS9R5yNeVsB9shSR60eX3,If I Lose Myself,Native,20lOt6G8MHv8ZO7ViOmiP7,False,0.491,0.688,2,-6.05,0.0453,0.0849,0.0,0.111,0.279,140.072,4.02755
1nE1VjP943pIuFdNWcLgYM,Feel Again,Native,20lOt6G8MHv8ZO7ViOmiP7,False,0.471,0.822,7,-8.017,0.0538,0.0201,0.0,0.105,0.363,140.007,3.0846666666666667
0ILXYaWxMQVEXnKq2eTmjW,What You Wanted,Native,20lOt6G8MHv8ZO7ViOmiP7,False,0.553,0.843,0,-7.424,0.0404,0.00255,0.184,0.108,0.219,119.988,4.01845
3IQF4xCQUPicbA4hWfTxPo,I Lived,Native,20lOt6G8MHv8ZO7ViOmiP7,False,0.593,0.851,9,-5.456,0.0446,0.0683,0.0,0.271,0.344,119.987,3.909116666666667
4Ry1k3dG0gXTnJ7MRBgZ4n,Things That Stop You Dreaming,All The Little Lights,2mylGx7w2Q3yhUyN8iEWOF,False,0.453,0.517,4,-8.528,0.0416,0.389,3.1e-06,0.107,0.191,89.202,3.589116666666667
0VcdgrMOVRozDwCsBw86Cb,Staring At The Stars,All The Little Lights,2mylGx7w2Q3yhUyN8iEWOF,False,0.432,0.552,5,-7.558,0.0323,0.371,1.54e-05,0.368,0.464,133.665,3.4071166666666666
1WLvHbIiY91oEzXxUBWPnW,All The Little Lights,All The Little Lights,2mylGx7w2Q3yhUyN8iEWOF,False,0.34,0.428,2,-11.494,0.0402,0.88,1.23e-05,0.106,0.228,86.926,3.9306666666666668
